(initramfs) cat /dfs/dynamic_debug/control
# filename:lineno [module]function flags format
crypto/asymmetric_keys/x509_cert_parser.c:601 [x509_key_parser]x509_decode_time =_ "Got unsupport"
crypto/asymmetric_keys/x509_cert_parser.c:605 [x509_key_parser]x509_decode_time =_ "Got invalid t"
crypto/asymmetric_keys/x509_cert_parser.c:636 [x509_key_parser]x509_akid_note_kid =_ "AKID: keyid"
crypto/asymmetric_keys/x509_cert_parser.c:644 [x509_key_parser]x509_akid_note_kid =_ "authkeyid %"
crypto/asymmetric_keys/x509_cert_parser.c:658 [x509_key_parser]x509_akid_note_name =_ "AKID: name"
crypto/asymmetric_keys/x509_cert_parser.c:675 [x509_key_parser]x509_akid_note_serial =_ "AKID: se"
crypto/asymmetric_keys/x509_cert_parser.c:687 [x509_key_parser]x509_akid_note_serial =_ "authkeyi"
crypto/asymmetric_keys/pkcs7_parser.c:385 [pkcs7_message]pkcs7_extract_cert =_ "Cert began with t"
crypto/asymmetric_keys/pkcs7_parser.c:405 [pkcs7_message]pkcs7_extract_cert =_ "Got cert %u for %"
crypto/asymmetric_keys/pkcs7_parser.c:406 [pkcs7_message]pkcs7_extract_cert =_ "- fingerprint %*p"
crypto/asymmetric_keys/pkcs7_parser.c:460 [pkcs7_message]pkcs7_note_data =_ "Got data\012"
crypto/asymmetric_keys/pkcs7_verify.c:458 [pkcs7_message]pkcs7_supply_detached_data =_ "Data alre"
crypto/asymmetric_keys/pkcs7_verify.c:78 [pkcs7_message]pkcs7_digest =_ "Sig %u: Invalid digest s"
crypto/asymmetric_keys/pkcs7_verify.c:86 [pkcs7_message]pkcs7_digest =_ "Sig %u: Message digest d"
crypto/asymmetric_keys/pkcs7_verify.c:160 [pkcs7_message]pkcs7_find_key =_ "Sig %u: Issuing X.509"
crypto/asymmetric_keys/pkcs7_verify.c:183 [pkcs7_message]pkcs7_verify_sig_chain =_ "verify %s: %*"
crypto/asymmetric_keys/pkcs7_verify.c:193 [pkcs7_message]pkcs7_verify_sig_chain =_ "- blacklisted"
crypto/asymmetric_keys/pkcs7_verify.c:200 [pkcs7_message]pkcs7_verify_sig_chain =_ "- issuer %s\0"
crypto/asymmetric_keys/pkcs7_verify.c:204 [pkcs7_message]pkcs7_verify_sig_chain =_ "- authkeyid.i"
crypto/asymmetric_keys/pkcs7_verify.c:207 [pkcs7_message]pkcs7_verify_sig_chain =_ "- authkeyid.s"
crypto/asymmetric_keys/pkcs7_verify.c:218 [pkcs7_message]pkcs7_verify_sig_chain =_ "- self-signed"
crypto/asymmetric_keys/pkcs7_verify.c:227 [pkcs7_message]pkcs7_verify_sig_chain =_ "- want %*phN\"
crypto/asymmetric_keys/pkcs7_verify.c:230 [pkcs7_message]pkcs7_verify_sig_chain =_ "- cmp [%u] %*"
crypto/asymmetric_keys/pkcs7_verify.c:236 [pkcs7_message]pkcs7_verify_sig_chain =_ "- want %*phN\"
crypto/asymmetric_keys/pkcs7_verify.c:241 [pkcs7_message]pkcs7_verify_sig_chain =_ "- cmp [%u] %*"
crypto/asymmetric_keys/pkcs7_verify.c:248 [pkcs7_message]pkcs7_verify_sig_chain =_ "- top\012"
crypto/asymmetric_keys/pkcs7_verify.c:262 [pkcs7_message]pkcs7_verify_sig_chain =_ "- subject %s\"
crypto/asymmetric_keys/pkcs7_verify.c:273 [pkcs7_message]pkcs7_verify_sig_chain =_ "- self-signed"
block/partitions/efi.c:691 [efi]efi_partition =_ "GUID Partition Table is valid!  Yea!\012"
block/partitions/efi.c:612 [efi]find_valid_gpt =_ "Device has a %s MBR\012"
block/partitions/efi.c:221 [efi]is_pmbr_valid =_ "GPT: mbr size in lba (%u) different than whole "
block/partitions/efi.c:353 [efi]is_gpt_valid =_ "GUID Partition Table Header signature is wrong:%"
block/partitions/efi.c:362 [efi]is_gpt_valid =_ "GUID Partition Table Header size is too large: %"
block/partitions/efi.c:370 [efi]is_gpt_valid =_ "GUID Partition Table Header size is too small: %"
block/partitions/efi.c:381 [efi]is_gpt_valid =_ "GUID Partition Table Header CRC is wrong: %x != "
block/partitions/efi.c:391 [efi]is_gpt_valid =_ "GPT my_lba incorrect: %lld != %lld\012"
block/partitions/efi.c:402 [efi]is_gpt_valid =_ "GPT: first_usable_lba incorrect: %lld > %lld\012"
block/partitions/efi.c:408 [efi]is_gpt_valid =_ "GPT: last_usable_lba incorrect: %lld > %lld\012"
block/partitions/efi.c:414 [efi]is_gpt_valid =_ "GPT: last_usable_lba incorrect: %lld > %lld\012"
block/partitions/efi.c:419 [efi]is_gpt_valid =_ "GUID Partition Entry Size check failed.\012"
block/partitions/efi.c:428 [efi]is_gpt_valid =_ "GUID Partition Table is too large: %llu > %lu by"
block/partitions/efi.c:439 [efi]is_gpt_valid =_ "GUID Partition Entry Array CRC check failed.\012"
block/bsg.c:259 [bsg]bsg_add_device =_ "%s: bound to <%s>, max queue %d\012"
block/bsg.c:224 [bsg]bsg_put_device =_ "%s: tearing down\012"
lib/percpu-refcount.c:138 [percpu_refcount]percpu_ref_switch_to_atomic_rcu =_ "global %ld percpu "
lib/asn1_decoder.c:202 [asn1_decoder]asn1_ber_decoder =_ "next_op: pc=%zu/%zu dp=%zu/%zu C=%d J=%"
lib/asn1_decoder.c:234 [asn1_decoder]asn1_ber_decoder =_ "- any %02x\012"
lib/asn1_decoder.c:247 [asn1_decoder]asn1_ber_decoder =_ "- match? %02x %02x %02x\012"
lib/asn1_decoder.c:306 [asn1_decoder]asn1_ber_decoder =_ "- TAG: %02x %zu%s\012"
lib/asn1_decoder.c:336 [asn1_decoder]asn1_ber_decoder =_ "- LEAF: %zu\012"
lib/asn1_decoder.c:359 [asn1_decoder]asn1_ber_decoder =_ "- MATCH_JUMP\012"
lib/asn1_decoder.c:400 [asn1_decoder]asn1_ber_decoder =_ "- end cons t=%zu dp=%zu l=%zu/%zu\012"
lib/asn1_decoder.c:411 [asn1_decoder]asn1_ber_decoder =_ "- continue\012"
lib/asn1_decoder.c:424 [asn1_decoder]asn1_ber_decoder =_ "- continue\012"
lib/asn1_decoder.c:430 [asn1_decoder]asn1_ber_decoder =_ "- cons len l=%zu d=%zu\012"
lib/asn1_decoder.c:516 [asn1_decoder]asn1_ber_decoder =_ "\012ASN1: %s [m=%zu d=%zu ot=%02x t=%02"
drivers/pci/probe.c:1170 [probe]pci_scan_bridge_extend =_ "scanning [bus %02x-%02x] behind bridge"
drivers/pci/probe.c:2180 [probe]program_hpx_type3_register =_ "Applied _HPX3 at [0x%x]: 0x%08x ->"
drivers/pci/probe.c:3012 [probe]pci_scan_child_bus_extend =_ "scanning bus\012"
drivers/pci/probe.c:3041 [probe]pci_scan_child_bus_extend =_ "fixups for bus\012"
drivers/pci/probe.c:3122 [probe]pci_scan_child_bus_extend =_ "%pR extended by %#02x\012"
drivers/pci/probe.c:3133 [probe]pci_scan_child_bus_extend =_ "bus scan returning with max=%02x\01"
drivers/pci/probe.c:861 [probe]pci_register_host_bridge =_ "bus already known\012"
drivers/pci/pci.c:2180 [pci]pci_pme_active =_ "PME# %s\012"
drivers/pci/pci.c:4205 [pci]pci_set_mwi =_ "enabling Mem-Wr-Inval\012"
drivers/pci/pci.c:1358 [pci]pci_restore_config_dword =_ "restoring config space at offset %#x (wa"
drivers/pci/pci.c:4076 [pci]__pci_set_master =_ "%s bus mastering\012"
drivers/pci/pci-driver.c:852 [pci_driver]pci_pm_suspend_noirq =_ "PCI PM: Suspend power state: %s"
drivers/pci/pci-driver.c:1279 [pci_driver]pci_pm_runtime_suspend =_ "can't suspend now (%ps retur"
drivers/pci/setup-bus.c:1834 [setup_bus]extend_bridge_window =_ "bridge window %pR extended by %p"
drivers/pci/setup-irq.c:27 [setup_irq]pci_assign_irq =_ "runtime IRQ mapping not provided by arch"
drivers/pci/setup-irq.c:57 [setup_irq]pci_assign_irq =_ "assign IRQ: got %d\012"
drivers/pci/slot.c:324 [slot]pci_create_slot =_ "dev %02x, created physical slot %s\012"
drivers/pci/slot.c:348 [slot]pci_destroy_slot =_ "dev %02x, dec refcount to %d\012"
drivers/pci/slot.c:108 [slot]pci_slot_release =_ "dev %02x, released physical slot %s\012"
drivers/pci/pci-acpi.c:668 [pci_acpi]acpi_pci_set_power_state =_ "power state changed by ACPI to "
drivers/pci/quirks.c:5076 [quirks]quirk_switchtec_ntb_dma_alias =_ "Processing partition %d\012"
drivers/pci/quirks.c:5101 [quirks]quirk_switchtec_ntb_dma_alias =_ "Aliasing Partition %d Proxy I"
drivers/pci/pcie/err.c:201 [pcieportdrv]pcie_do_recovery =_ "broadcast error_detected message\012"
drivers/pci/pcie/err.c:213 [pcieportdrv]pcie_do_recovery =_ "broadcast mmio_enabled message\012"
drivers/pci/pcie/err.c:224 [pcieportdrv]pcie_do_recovery =_ "broadcast slot_reset message\012"
drivers/pci/pcie/err.c:231 [pcieportdrv]pcie_do_recovery =_ "broadcast resume message\012"
drivers/pci/hotplug/acpi_pcihp.c:56 [pci_hotplug]acpi_run_oshp =_ "%s:%s OSHP passes\012"
drivers/video/backlight/backlight.c:184 [backlight]backlight_device_set_brightness =_ "set bright"
drivers/video/backlight/backlight.c:339 [backlight]backlight_device_register =_ "backlight_device"
drivers/video/backlight/backlight.c:147 [backlight]bl_power_store =_ "set power to %lu\012"
drivers/video/fbdev/core/fbmon.c:1029 [fb]fb_edid_add_monspecs =_ "Data block %u of %u bytes\012"
drivers/video/fbdev/core/fbmon.c:1035 [fb]fb_edid_add_monspecs =_ "N%sative mode #%d\012"
drivers/video/fbdev/core/fbmon.c:1073 [fb]fb_edid_add_monspecs =_ "Adding %ux%u@%u\012"
drivers/video/fbdev/core/fbmon.c:1085 [fb]fb_edid_add_monspecs =_ "Adding SVD #%d: %ux%u@%u\012"
drivers/acpi/tables.c:67 [tables]acpi_table_print_madt_entry =_ "LAPIC (acpi_id[0x%02x] lapic_id["
drivers/acpi/tables.c:77 [tables]acpi_table_print_madt_entry =_ "X2APIC (apic_id[0x%02x] uid[0x%0"
drivers/acpi/tables.c:86 [tables]acpi_table_print_madt_entry =_ "IOAPIC (id[0x%02x] address[0x%08"
drivers/acpi/tables.c:161 [tables]acpi_table_print_madt_entry =_ "IOSAPIC (id[0x%x] address[%p] g"
drivers/acpi/tables.c:171 [tables]acpi_table_print_madt_entry =_ "LSAPIC (acpi_id[0x%02x] lsapic_"
drivers/acpi/tables.c:194 [tables]acpi_table_print_madt_entry =_ "GICC (acpi_id[0x%04x] address[%"
drivers/acpi/tables.c:205 [tables]acpi_table_print_madt_entry =_ "GIC Distributor (gic_id[0x%04x]"
drivers/acpi/osl.c:1716 [acpi]acpi_os_initialize =_ "ACPI: %s: map reset_reg status %d\012"
drivers/acpi/reboot.c:20 [acpi]acpi_pci_reboot =_ "Resetting with ACPI PCI RESET_REG.\012"
drivers/acpi/sleep.c:940 [acpi]lps0_device_attach =_ "_DSM function mask: 0x%x\012"
drivers/acpi/sleep.c:945 [acpi]lps0_device_attach =_ "_DSM function 0 evaluation failed\012"
drivers/acpi/sleep.c:763 [acpi]lpi_device_get_constraints =_ "_DSM function 1 eval %s\012"
drivers/acpi/sleep.c:774 [acpi]lpi_device_get_constraints =_ "LPI: constraints list begin:\012"
drivers/acpi/sleep.c:814 [acpi]lpi_device_get_constraints =_ "index:%d Name:%s\012"
drivers/acpi/sleep.c:841 [acpi]lpi_device_get_constraints =_ "uid:%d min_dstate:%s\012"
drivers/acpi/sleep.c:850 [acpi]lpi_device_get_constraints =_ "Incomplete constraint defined\012"
drivers/acpi/sleep.c:857 [acpi]lpi_device_get_constraints =_ "LPI: constraints list end\012"
drivers/acpi/sleep.c:904 [acpi]acpi_sleep_run_lps0_dsm =_ "_DSM function %u evaluation %s\012"
drivers/acpi/sleep.c:877 [acpi]lpi_check_constraints =_ "LPI: required min power state:%s current"
drivers/acpi/device_pm.c:655 [acpi]acpi_pm_device_sleep_state =_ "ACPI companion missing in %s!\0"
drivers/acpi/device_pm.c:398 [acpi]acpi_pm_notify_handler =_ "Wake notify\012"
drivers/acpi/device_pm.c:411 [acpi]acpi_pm_notify_handler =_ "Running %pS for %s\012"
drivers/acpi/device_pm.c:786 [acpi]__acpi_pm_set_device_wakeup =_ "ACPI companion missing in %s!\"
drivers/acpi/device_pm.c:795 [acpi]__acpi_pm_set_device_wakeup =_ "Wakeup disabled by ACPI\012"
drivers/acpi/device_pm.c:802 [acpi]__acpi_pm_set_device_wakeup =_ "Wakeup enabled by ACPI\012"
drivers/acpi/device_pm.c:724 [acpi]__acpi_device_wakeup_enable =_ "GPE%2X enabled for wakeup\012"
drivers/acpi/bus.c:144 [acpi]acpi_bus_attach_private_data =_ "Error attaching device data\012"
drivers/acpi/bus.c:161 [acpi]acpi_bus_get_private_data =_ "No context for object\012"
drivers/acpi/bus.c:180 [acpi]acpi_print_osc_error =_ "(%s): %s\012"
drivers/acpi/bus.c:182 [acpi]acpi_print_osc_error =_ "_OSC request data:"
drivers/acpi/bus.c:184 [acpi]acpi_print_osc_error =_ " %x"
drivers/acpi/bus.c:186 [acpi]acpi_print_osc_error =_ "\012"
drivers/acpi/bus.c:351 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_BUS_CHECK event\012"
drivers/acpi/bus.c:356 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_CHECK event\012"
drivers/acpi/bus.c:361 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_WAKE event\012"
drivers/acpi/bus.c:365 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_EJECT_REQUEST event\012"
drivers/acpi/bus.c:370 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_CHECK_LIGHT event\012"
drivers/acpi/bus.c:389 [acpi]acpi_bus_notify =_ "Unknown event type 0x%x\012"
drivers/acpi/scan.c:1432 [acpi]acpi_dma_get_range =_ "Invalid DMA regions configuration\012"
drivers/acpi/scan.c:1812 [acpi]acpi_device_dep_initialize =_ "Failed to evaluate _DEP.\012"
drivers/acpi/scan.c:1822 [acpi]acpi_device_dep_initialize =_ "Error reading _DEP device info\012"
drivers/acpi/resource.c:66 [acpi]acpi_dev_resource_len_valid =_ "ACPI: invalid or unassigned reso"
drivers/acpi/resource.c:222 [acpi]acpi_decode_space =_ "ACPI: Invalid address space min_addr_fix "
drivers/acpi/resource.c:235 [acpi]acpi_decode_space =_ "ACPI: translation_offset(%lld) is invalid"
drivers/acpi/acpi_processor.c:294 [acpi]acpi_processor_get_info =_ "failed to get CPU physical ID"
drivers/acpi/ec.c:2096 [acpi]acpi_ec_init =_ "Disabling EC wakeup on suspend-to-idle\012"
drivers/acpi/ec.c:806 [acpi]acpi_ec_transaction_unlocked =_ "%lu: Increase command\012"
drivers/acpi/ec.c:809 [acpi]acpi_ec_transaction_unlocked =_ "Command(%s) started\012"
drivers/acpi/ec.c:818 [acpi]acpi_ec_transaction_unlocked =_ "Command(%s) stopped\012"
drivers/acpi/ec.c:822 [acpi]acpi_ec_transaction_unlocked =_ "%lu: Decrease command\012"
drivers/acpi/ec.c:360 [acpi]acpi_ec_enable_gpe =_ "Polling quirk\012"
drivers/acpi/ec.c:644 [acpi]advance_transaction =_ "%s (%d)\012"
drivers/acpi/ec.c:680 [acpi]advance_transaction =_ "Command(%s) completed by hardware\012"
drivers/acpi/ec.c:286 [acpi]acpi_ec_read_status =_ "EC_SC(R) = 0x%2.2x SCI_EVT=%d BURST=%d CMD=%d"
drivers/acpi/ec.c:471 [acpi]acpi_ec_complete_query =_ "Command(%s) unblocked\012"
drivers/acpi/ec.c:308 [acpi]acpi_ec_write_data =_ "EC_DATA(W) = 0x%2.2x\012"
drivers/acpi/ec.c:295 [acpi]acpi_ec_read_data =_ "EC_DATA(R) = 0x%2.2x\012"
drivers/acpi/ec.c:301 [acpi]acpi_ec_write_cmd =_ "EC_SC(W) = 0x%2.2x\012"
drivers/acpi/ec.c:421 [acpi]acpi_ec_mask_gpe =_ "Polling enabled\012"
drivers/acpi/ec.c:461 [acpi]acpi_ec_submit_query =_ "Command(%s) submitted/blocked\012"
drivers/acpi/ec.c:785 [acpi]ec_poll =_ "controller reset, restart transaction\012"
drivers/acpi/ec.c:431 [acpi]acpi_ec_unmask_gpe =_ "Polling disabled\012"
drivers/acpi/ec.c:988 [acpi]acpi_ec_stop =_ "Stopping EC\012"
drivers/acpi/ec.c:996 [acpi]acpi_ec_stop =_ "%lu: Decrease driver\012"
drivers/acpi/ec.c:960 [acpi]acpi_ec_start =_ "Starting EC\012"
drivers/acpi/ec.c:964 [acpi]acpi_ec_start =_ "%lu: Increase driver\012"
drivers/acpi/ec.c:1268 [acpi]acpi_ec_event_handler =_ "Event started\012"
drivers/acpi/ec.c:1290 [acpi]acpi_ec_event_handler =_ "Event stopped\012"
drivers/acpi/ec.c:1231 [acpi]acpi_ec_query =_ "Query(0x%02x) scheduled\012"
drivers/acpi/ec.c:1233 [acpi]acpi_ec_query =_ "Query(0x%02x) overlapped\012"
drivers/acpi/ec.c:1186 [acpi]acpi_ec_event_processor =_ "Query(0x%02x) started\012"
drivers/acpi/ec.c:1191 [acpi]acpi_ec_event_processor =_ "Query(0x%02x) stopped\012"
drivers/acpi/ec.c:1828 [acpi]ec_correct_ecdt =_ "Detected system needing ECDT address correction."
drivers/acpi/ec.c:1840 [acpi]ec_honor_ecdt_gpe =_ "Detected system needing ignore DSDT GPE settin"
drivers/acpi/ec.c:1815 [acpi]ec_clear_on_resume =_ "Detected system needing EC poll on resume.\01"
drivers/acpi/ec.c:1610 [acpi]acpi_ec_add =_ "duplicated.\012"
drivers/acpi/ec.c:1636 [acpi]acpi_ec_add =_ "enumerated.\012"
drivers/acpi/dock.c:276 [acpi]hotplug_dock_devices =_ "scan error %d\012"
drivers/acpi/pci_root.c:329 [acpi]acpi_get_pci_dev =_ "Not a PCI-to-PCI bridge\012"
drivers/acpi/pci_root.c:787 [acpi]acpi_pci_probe_root_resources =_ "no IO and memory resources pr"
drivers/acpi/pci_link.c:163 [acpi]acpi_pci_link_get_possible =_ "_PRS not present or invalid"
drivers/acpi/pci_irq.c:481 [acpi]acpi_pci_irq_enable =_ "PCI INT %c%s -> GSI %u (%s, %s) -> IRQ %"
drivers/acpi/pci_irq.c:521 [acpi]acpi_pci_irq_disable =_ "PCI INT %c disabled\012"
drivers/acpi/acpi_platform.c:128 [acpi]acpi_create_platform_device =_ "created platform device %s"
drivers/acpi/sysfs.c:642 [acpi]acpi_global_event_handler =_ "GPE event 0x%02x\012"
drivers/acpi/sysfs.c:645 [acpi]acpi_global_event_handler =_ "Fixed event 0x%02x\012"
drivers/acpi/sysfs.c:647 [acpi]acpi_global_event_handler =_ "Other event 0x%02x\012"
drivers/acpi/property.c:417 [acpi]acpi_init_properties =_ "Invalid _DSD data, skipping\012"
drivers/acpi/property.c:108 [acpi]acpi_nondev_subnode_extract =_ "Invalid properties/subnodes dat"
drivers/acpi/numa.c:128 [acpi]acpi_table_print_srat_entry =_ "SRAT Processor (id[0x%02x] eid[0x%0"
drivers/acpi/numa.c:145 [acpi]acpi_table_print_srat_entry =_ "SRAT Memory (0x%llx length 0x%llx) "
drivers/acpi/numa.c:157 [acpi]acpi_table_print_srat_entry =_ "SRAT Processor (x2apicid[0x%08x]) i"
drivers/acpi/numa.c:169 [acpi]acpi_table_print_srat_entry =_ "SRAT Processor (acpi id[0x%04x]) in"
drivers/acpi/button.c:219 [button]acpi_lid_notify_state =_ "ACPI LID %s\012"
drivers/acpi/fan.c:356 [fan]acpi_fan_probe =_ "registered as cooling_device%d\012"
drivers/acpi/fan.c:133 [fan]fan_get_state_acpi4 =_ "Invalid control value returned\012"
drivers/acpi/fan.c:192 [fan]fan_set_state_acpi4 =_ "Failed to set state by _FSL\012"
drivers/acpi/acpi_video.c:1801 [video]acpi_video_should_register_backlight =_ "not in _DOD list, "
drivers/acpi/processor_driver.c:162 [processor]acpi_pss_perf_init =_ "registered as cooling_devic"
drivers/acpi/processor_idle.c:1452 [processor]acpi_processor_power_init =_ "%s registered with cp"
drivers/acpi/processor_idle.c:981 [processor]acpi_processor_evaluate_lpi =_ "not enough elements "
drivers/acpi/processor_idle.c:990 [processor]acpi_processor_evaluate_lpi =_ "count given by _LPI "
drivers/acpi/processor_idle.c:1043 [processor]acpi_processor_evaluate_lpi =_ "No min. residency f"
drivers/acpi/processor_idle.c:1048 [processor]acpi_processor_evaluate_lpi =_ "No wakeup residency"
drivers/acpi/processor_idle.c:1065 [processor]acpi_processor_evaluate_lpi =_ "Found %d power stat"
drivers/acpi/processor_perflib.c:123 [processor]acpi_processor_get_platform_limit =_ "CPU %d: _PP"
drivers/acpi/cppc_acpi.c:749 [cppc_acpi]acpi_cppc_processor_probe =_ "Unexpected entry type(%d) f"
drivers/acpi/cppc_acpi.c:760 [cppc_acpi]acpi_cppc_processor_probe =_ "Unexpected entry type(%d) f"
drivers/acpi/cppc_acpi.c:791 [cppc_acpi]acpi_cppc_processor_probe =_ "Mismatched PCC ids.\012"
drivers/acpi/cppc_acpi.c:806 [cppc_acpi]acpi_cppc_processor_probe =_ "Unsupported register type: "
drivers/acpi/cppc_acpi.c:814 [cppc_acpi]acpi_cppc_processor_probe =_ "Err in entry:%d in CPC tabl"
drivers/acpi/cppc_acpi.c:850 [cppc_acpi]acpi_cppc_processor_probe =_ "Parsed CPC struct for CPU: "
drivers/acpi/cppc_acpi.c:1110 [cppc_acpi]cppc_get_perf_caps =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:1127 [cppc_acpi]cppc_get_perf_caps =_ "Invalid pcc_ss_id\012"
drivers/acpi/cppc_acpi.c:1199 [cppc_acpi]cppc_get_perf_ctrs =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:1219 [cppc_acpi]cppc_get_perf_ctrs =_ "Invalid pcc_ss_id\012"
drivers/acpi/cppc_acpi.c:1277 [cppc_acpi]cppc_set_perf =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:1292 [cppc_acpi]cppc_set_perf =_ "Invalid pcc_ss_id\012"
drivers/acpi/cppc_acpi.c:347 [cppc_acpi]cppc_chan_tx_done =_ "TX did not complete: CMD sent:%x, r"
drivers/acpi/cppc_acpi.c:350 [cppc_acpi]cppc_chan_tx_done =_ "TX completed. CMD sent:%x, ret:%d\0"
drivers/acpi/cppc_acpi.c:649 [cppc_acpi]is_cppc_supported =_ "Firmware exports unsupported CPPC r"
drivers/acpi/cppc_acpi.c:655 [cppc_acpi]is_cppc_supported =_ "Firmware exports %d entries. Expect"
drivers/acpi/cppc_acpi.c:375 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD data\012"
drivers/acpi/cppc_acpi.c:387 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD data for CPU:%d\012"
drivers/acpi/cppc_acpi.c:392 [cppc_acpi]acpi_get_psd =_ "Unknown _PSD:num_entries for CPU:%d\012"
drivers/acpi/cppc_acpi.c:397 [cppc_acpi]acpi_get_psd =_ "Unknown _PSD:revision for CPU: %d\012"
drivers/acpi/cppc_acpi.c:404 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD:coord_type for CPU:%d\012"
drivers/acpi/cppc_acpi.c:287 [cppc_acpi]send_pcc_cmd =_ "PCC cmd for subspace %d not sent due to "
drivers/acpi/cppc_acpi.c:1002 [cppc_acpi]cpc_read =_ "Error: Cannot read %u bit width from PCC fo"
drivers/acpi/cppc_acpi.c:1041 [cppc_acpi]cpc_write =_ "Error: Cannot write %u bit width to PCC fo"
drivers/pnp/resource.c:522 [pnp]pnp_add_resource =_ "%pR\012"
drivers/pnp/pnpacpi/core.c:59 [pnp]pnpacpi_set_resources =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:95 [pnp]pnpacpi_disable_resources =_ "disable resources\012"
drivers/pnp/pnpacpi/core.c:99 [pnp]pnpacpi_disable_resources =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:121 [pnp]pnpacpi_can_wakeup =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:134 [pnp]pnpacpi_suspend =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:170 [pnp]pnpacpi_resume =_ "ACPI device not found in %s!\012"
drivers/clk/clk.c:2135 [clk]clk_core_set_rate_nolock =_ "%s: failed to set %s rate\012"
